index,op,Cin,Hin,Win,stride,kw,kh,Cout,Hout,Wout,MAC
1,OP_114,3,64,200,1,1,1,3,64,200,0
2,Conv2D,3,64,200,1,3,3,32,64,200,11059200
3,Mul,32,64,200,1,1,1,32,64,200,0
4,Add,32,64,200,1,1,1,32,64,200,0
5,Conv2D,32,64,200,1,3,3,32,64,200,117964800
6,Conv2D,32,64,200,1,3,3,32,64,200,117964800
7,Shortcut,32,64,200,1,0,0,32,64,200,409600
8,Mul,32,64,200,1,1,1,32,64,200,0
9,Add,32,64,200,1,1,1,32,64,200,0
10,Conv2D,32,64,200,1,3,3,32,64,200,117964800
11,Conv2D,32,64,200,1,3,3,32,64,200,117964800
12,Shortcut,32,64,200,1,0,0,32,64,200,409600
13,Mul,32,64,200,1,1,1,32,64,200,0
14,Add,32,64,200,1,1,1,32,64,200,0
15,Conv2D,32,64,200,1,3,3,32,64,200,117964800
16,Conv2D,32,64,200,1,3,3,32,64,200,117964800
17,Shortcut,32,64,200,1,0,0,32,64,200,409600
18,Mul,32,64,200,1,1,1,32,64,200,0
19,Add,32,64,200,1,1,1,32,64,200,0
20,Conv2D,32,64,200,2,3,3,64,32,100,58982400
21,Conv2D,64,32,100,1,3,3,64,32,100,117964800
22,Conv2D,32,64,200,2,1,1,64,32,100,6553600
23,Shortcut,64,32,100,1,0,0,64,32,100,204800
24,Mul,64,32,100,1,1,1,64,32,100,0
25,Add,64,32,100,1,1,1,64,32,100,0
26,Conv2D,64,32,100,1,3,3,64,32,100,117964800
27,Conv2D,64,32,100,1,3,3,64,32,100,117964800
28,Shortcut,64,32,100,1,0,0,64,32,100,204800
29,Mul,64,32,100,1,1,1,64,32,100,0
30,Add,64,32,100,1,1,1,64,32,100,0
31,Conv2D,64,32,100,1,3,3,64,32,100,117964800
32,Conv2D,64,32,100,1,3,3,64,32,100,117964800
33,Shortcut,64,32,100,1,0,0,64,32,100,204800
34,Mul,64,32,100,1,1,1,64,32,100,0
35,Add,64,32,100,1,1,1,64,32,100,0
36,Conv2D,64,32,100,1,3,3,64,32,100,117964800
37,Conv2D,64,32,100,1,3,3,64,32,100,117964800
38,Shortcut,64,32,100,1,0,0,64,32,100,204800
39,Mul,64,32,100,1,1,1,64,32,100,0
40,Add,64,32,100,1,1,1,64,32,100,0
41,Conv2D,64,32,100,2,3,3,128,16,50,58982400
42,Conv2D,128,16,50,1,3,3,128,16,50,117964800
43,Conv2D,64,32,100,2,1,1,128,16,50,6553600
44,Shortcut,128,16,50,1,0,0,128,16,50,102400
45,Mul,128,16,50,1,1,1,128,16,50,0
46,Add,128,16,50,1,1,1,128,16,50,0
47,Conv2D,128,16,50,1,3,3,128,16,50,117964800
48,Conv2D,128,16,50,1,3,3,128,16,50,117964800
49,Shortcut,128,16,50,1,0,0,128,16,50,102400
50,Mul,128,16,50,1,1,1,128,16,50,0
51,Add,128,16,50,1,1,1,128,16,50,0
52,Conv2D,128,16,50,1,3,3,128,16,50,117964800
53,Conv2D,128,16,50,1,3,3,128,16,50,117964800
54,Shortcut,128,16,50,1,0,0,128,16,50,102400
55,Mul,128,16,50,1,1,1,128,16,50,0
56,Add,128,16,50,1,1,1,128,16,50,0
57,Conv2D,128,16,50,1,3,3,128,16,50,117964800
58,Conv2D,128,16,50,1,3,3,128,16,50,117964800
59,Shortcut,128,16,50,1,0,0,128,16,50,102400
60,Mul,128,16,50,1,1,1,128,16,50,0
61,Add,128,16,50,1,1,1,128,16,50,0
62,Conv2D,128,16,50,1,3,3,128,16,50,117964800
63,Conv2D,128,16,50,1,3,3,128,16,50,117964800
64,Shortcut,128,16,50,1,0,0,128,16,50,102400
65,Mul,128,16,50,1,1,1,128,16,50,0
66,Add,128,16,50,1,1,1,128,16,50,0
67,Conv2D,128,16,50,1,3,3,128,16,50,117964800
68,Conv2D,128,16,50,1,3,3,128,16,50,117964800
69,Shortcut,128,16,50,1,0,0,128,16,50,102400
70,Mul,128,16,50,1,1,1,128,16,50,0
71,Add,128,16,50,1,1,1,128,16,50,0
72,Conv2D,128,16,50,2,3,3,256,8,25,58982400
73,Conv2D,256,8,25,1,3,3,256,8,25,117964800
74,Conv2D,128,16,50,2,1,1,256,8,25,6553600
75,Shortcut,256,8,25,1,0,0,256,8,25,51200
76,Mul,256,8,25,1,1,1,256,8,25,0
77,Add,256,8,25,1,1,1,256,8,25,0
78,Conv2D,256,8,25,1,3,3,256,8,25,117964800
79,Conv2D,256,8,25,1,3,3,256,8,25,117964800
80,Shortcut,256,8,25,1,0,0,256,8,25,51200
81,Mul,256,8,25,1,1,1,256,8,25,0
82,Add,256,8,25,1,1,1,256,8,25,0
83,Conv2D,256,8,25,1,3,3,256,8,25,117964800
84,Conv2D,256,8,25,1,3,3,256,8,25,117964800
85,Shortcut,256,8,25,1,0,0,256,8,25,51200
86,Mul,256,8,25,1,1,1,256,8,25,0
87,Add,256,8,25,1,1,1,256,8,25,0
88,Conv2D,256,8,25,2x1,2,2,512,4,25,52428800
89,Mean,512,4,25,1,1,1,512,1,25,0
90,Reshape,512,1,25,1,1,1,512,25,1,0
91,OP_88,512,25,1,1,1,1,512,1,1,0
92,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
93,OP_49,1,1,1,1,1,1,256,1,1,0
94,Sigmoid,256,1,1,1,1,1,256,1,1,0
95,Sigmoid,256,1,1,1,1,1,256,1,1,0
96,Mul,256,1,1,1,1,1,256,1,1,0
97,Sigmoid,256,1,1,1,1,1,256,1,1,0
98,Tanh,256,1,1,1,1,1,256,1,1,0
99,Mul,256,1,1,1,1,1,256,1,1,0
100,Add,256,1,1,1,1,1,256,1,1,0
101,Tanh,256,1,1,1,1,1,256,1,1,0
102,Mul,256,1,1,1,1,1,256,1,1,0
103,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
104,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
105,Add,1024,1,1,1,1,1,1024,1,1,0
106,Add,1024,1,1,1,1,1,1024,1,1,0
107,OP_49,1,1,1,1,1,1,256,1,1,0
108,Sigmoid,256,1,1,1,1,1,256,1,1,0
109,Sigmoid,256,1,1,1,1,1,256,1,1,0
110,Mul,256,1,1,1,1,1,256,1,1,0
111,Sigmoid,256,1,1,1,1,1,256,1,1,0
112,Tanh,256,1,1,1,1,1,256,1,1,0
113,Mul,256,1,1,1,1,1,256,1,1,0
114,Add,256,1,1,1,1,1,256,1,1,0
115,Tanh,256,1,1,1,1,1,256,1,1,0
116,Mul,256,1,1,1,1,1,256,1,1,0
117,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
118,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
119,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
120,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
121,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
122,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
123,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
124,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
125,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
126,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
127,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
128,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
129,Add,1024,1,1,1,1,1,1024,1,1,0
130,Add,1024,1,1,1,1,1,1024,1,1,0
131,OP_49,1,1,1,1,1,1,256,1,1,0
132,Sigmoid,256,1,1,1,1,1,256,1,1,0
133,Sigmoid,256,1,1,1,1,1,256,1,1,0
134,Mul,256,1,1,1,1,1,256,1,1,0
135,Sigmoid,256,1,1,1,1,1,256,1,1,0
136,Tanh,256,1,1,1,1,1,256,1,1,0
137,Mul,256,1,1,1,1,1,256,1,1,0
138,Add,256,1,1,1,1,1,256,1,1,0
139,Tanh,256,1,1,1,1,1,256,1,1,0
140,Mul,256,1,1,1,1,1,256,1,1,0
141,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
142,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
143,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
144,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
145,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
146,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
147,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
148,Add,1024,1,1,1,1,1,1024,1,1,0
149,Add,1024,1,1,1,1,1,1024,1,1,0
150,OP_49,1,1,1,1,1,1,256,1,1,0
151,Sigmoid,256,1,1,1,1,1,256,1,1,0
152,Sigmoid,256,1,1,1,1,1,256,1,1,0
153,Mul,256,1,1,1,1,1,256,1,1,0
154,Sigmoid,256,1,1,1,1,1,256,1,1,0
155,Tanh,256,1,1,1,1,1,256,1,1,0
156,Mul,256,1,1,1,1,1,256,1,1,0
157,Add,256,1,1,1,1,1,256,1,1,0
158,Tanh,256,1,1,1,1,1,256,1,1,0
159,Mul,256,1,1,1,1,1,256,1,1,0
160,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
161,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
162,Add,1024,1,1,1,1,1,1024,1,1,0
163,Add,1024,1,1,1,1,1,1024,1,1,0
164,OP_49,1,1,1,1,1,1,256,1,1,0
165,Sigmoid,256,1,1,1,1,1,256,1,1,0
166,Sigmoid,256,1,1,1,1,1,256,1,1,0
167,Mul,256,1,1,1,1,1,256,1,1,0
168,Sigmoid,256,1,1,1,1,1,256,1,1,0
169,Tanh,256,1,1,1,1,1,256,1,1,0
170,Mul,256,1,1,1,1,1,256,1,1,0
171,Add,256,1,1,1,1,1,256,1,1,0
172,Tanh,256,1,1,1,1,1,256,1,1,0
173,Mul,256,1,1,1,1,1,256,1,1,0
174,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
175,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
176,Add,1024,1,1,1,1,1,1024,1,1,0
177,Add,1024,1,1,1,1,1,1024,1,1,0
178,OP_49,1,1,1,1,1,1,256,1,1,0
179,Sigmoid,256,1,1,1,1,1,256,1,1,0
180,Sigmoid,256,1,1,1,1,1,256,1,1,0
181,Mul,256,1,1,1,1,1,256,1,1,0
182,Sigmoid,256,1,1,1,1,1,256,1,1,0
183,Tanh,256,1,1,1,1,1,256,1,1,0
184,Mul,256,1,1,1,1,1,256,1,1,0
185,Add,256,1,1,1,1,1,256,1,1,0
186,Tanh,256,1,1,1,1,1,256,1,1,0
187,Mul,256,1,1,1,1,1,256,1,1,0
188,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
189,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
190,Add,1024,1,1,1,1,1,1024,1,1,0
191,Add,1024,1,1,1,1,1,1024,1,1,0
192,OP_49,1,1,1,1,1,1,256,1,1,0
193,Sigmoid,256,1,1,1,1,1,256,1,1,0
194,Sigmoid,256,1,1,1,1,1,256,1,1,0
195,Mul,256,1,1,1,1,1,256,1,1,0
196,Sigmoid,256,1,1,1,1,1,256,1,1,0
197,Tanh,256,1,1,1,1,1,256,1,1,0
198,Mul,256,1,1,1,1,1,256,1,1,0
199,Add,256,1,1,1,1,1,256,1,1,0
200,Tanh,256,1,1,1,1,1,256,1,1,0
201,Mul,256,1,1,1,1,1,256,1,1,0
202,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
203,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
204,Add,1024,1,1,1,1,1,1024,1,1,0
205,Add,1024,1,1,1,1,1,1024,1,1,0
206,OP_49,1,1,1,1,1,1,256,1,1,0
207,Sigmoid,256,1,1,1,1,1,256,1,1,0
208,Sigmoid,256,1,1,1,1,1,256,1,1,0
209,Mul,256,1,1,1,1,1,256,1,1,0
210,Sigmoid,256,1,1,1,1,1,256,1,1,0
211,Tanh,256,1,1,1,1,1,256,1,1,0
212,Mul,256,1,1,1,1,1,256,1,1,0
213,Add,256,1,1,1,1,1,256,1,1,0
214,Tanh,256,1,1,1,1,1,256,1,1,0
215,Mul,256,1,1,1,1,1,256,1,1,0
216,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
217,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
218,Add,1024,1,1,1,1,1,1024,1,1,0
219,Add,1024,1,1,1,1,1,1024,1,1,0
220,OP_49,1,1,1,1,1,1,256,1,1,0
221,Sigmoid,256,1,1,1,1,1,256,1,1,0
222,Sigmoid,256,1,1,1,1,1,256,1,1,0
223,Mul,256,1,1,1,1,1,256,1,1,0
224,Sigmoid,256,1,1,1,1,1,256,1,1,0
225,Tanh,256,1,1,1,1,1,256,1,1,0
226,Mul,256,1,1,1,1,1,256,1,1,0
227,Add,256,1,1,1,1,1,256,1,1,0
228,Tanh,256,1,1,1,1,1,256,1,1,0
229,Mul,256,1,1,1,1,1,256,1,1,0
230,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
231,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
232,Add,1024,1,1,1,1,1,1024,1,1,0
233,Add,1024,1,1,1,1,1,1024,1,1,0
234,OP_49,1,1,1,1,1,1,256,1,1,0
235,Sigmoid,256,1,1,1,1,1,256,1,1,0
236,Sigmoid,256,1,1,1,1,1,256,1,1,0
237,Mul,256,1,1,1,1,1,256,1,1,0
238,Sigmoid,256,1,1,1,1,1,256,1,1,0
239,Tanh,256,1,1,1,1,1,256,1,1,0
240,Mul,256,1,1,1,1,1,256,1,1,0
241,Add,256,1,1,1,1,1,256,1,1,0
242,Tanh,256,1,1,1,1,1,256,1,1,0
243,Mul,256,1,1,1,1,1,256,1,1,0
244,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
245,Add,1024,1,1,1,1,1,1024,1,1,0
246,Add,1024,1,1,1,1,1,1024,1,1,0
247,OP_49,1,1,1,1,1,1,256,1,1,0
248,Sigmoid,256,1,1,1,1,1,256,1,1,0
249,Sigmoid,256,1,1,1,1,1,256,1,1,0
250,Mul,256,1,1,1,1,1,256,1,1,0
251,Sigmoid,256,1,1,1,1,1,256,1,1,0
252,Tanh,256,1,1,1,1,1,256,1,1,0
253,Mul,256,1,1,1,1,1,256,1,1,0
254,Add,256,1,1,1,1,1,256,1,1,0
255,Tanh,256,1,1,1,1,1,256,1,1,0
256,Mul,256,1,1,1,1,1,256,1,1,0
257,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
258,Add,1024,1,1,1,1,1,1024,1,1,0
259,Add,1024,1,1,1,1,1,1024,1,1,0
260,OP_49,1,1,1,1,1,1,256,1,1,0
261,Sigmoid,256,1,1,1,1,1,256,1,1,0
262,Sigmoid,256,1,1,1,1,1,256,1,1,0
263,Sigmoid,256,1,1,1,1,1,256,1,1,0
264,Tanh,256,1,1,1,1,1,256,1,1,0
265,Mul,256,1,1,1,1,1,256,1,1,0
266,Mul,256,1,1,1,1,1,256,1,1,0
267,Add,256,1,1,1,1,1,256,1,1,0
268,Tanh,256,1,1,1,1,1,256,1,1,0
269,Mul,256,1,1,1,1,1,256,1,1,0
270,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
271,Add,1024,1,1,1,1,1,1024,1,1,0
272,Add,1024,1,1,1,1,1,1024,1,1,0
273,OP_49,1,1,1,1,1,1,256,1,1,0
274,Sigmoid,256,1,1,1,1,1,256,1,1,0
275,Sigmoid,256,1,1,1,1,1,256,1,1,0
276,Sigmoid,256,1,1,1,1,1,256,1,1,0
277,Tanh,256,1,1,1,1,1,256,1,1,0
278,Mul,256,1,1,1,1,1,256,1,1,0
279,Mul,256,1,1,1,1,1,256,1,1,0
280,Add,256,1,1,1,1,1,256,1,1,0
281,Tanh,256,1,1,1,1,1,256,1,1,0
282,Mul,256,1,1,1,1,1,256,1,1,0
283,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
284,Add,1024,1,1,1,1,1,1024,1,1,0
285,Add,1024,1,1,1,1,1,1024,1,1,0
286,OP_49,1,1,1,1,1,1,256,1,1,0
287,Sigmoid,256,1,1,1,1,1,256,1,1,0
288,Sigmoid,256,1,1,1,1,1,256,1,1,0
289,Sigmoid,256,1,1,1,1,1,256,1,1,0
290,Tanh,256,1,1,1,1,1,256,1,1,0
291,Mul,256,1,1,1,1,1,256,1,1,0
292,Mul,256,1,1,1,1,1,256,1,1,0
293,Add,256,1,1,1,1,1,256,1,1,0
294,Tanh,256,1,1,1,1,1,256,1,1,0
295,Mul,256,1,1,1,1,1,256,1,1,0
296,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
297,Add,1024,1,1,1,1,1,1024,1,1,0
298,Add,1024,1,1,1,1,1,1024,1,1,0
299,OP_49,1,1,1,1,1,1,256,1,1,0
300,Sigmoid,256,1,1,1,1,1,256,1,1,0
301,Sigmoid,256,1,1,1,1,1,256,1,1,0
302,Sigmoid,256,1,1,1,1,1,256,1,1,0
303,Tanh,256,1,1,1,1,1,256,1,1,0
304,Mul,256,1,1,1,1,1,256,1,1,0
305,Mul,256,1,1,1,1,1,256,1,1,0
306,Add,256,1,1,1,1,1,256,1,1,0
307,Tanh,256,1,1,1,1,1,256,1,1,0
308,Mul,256,1,1,1,1,1,256,1,1,0
309,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
310,Add,1024,1,1,1,1,1,1024,1,1,0
311,Add,1024,1,1,1,1,1,1024,1,1,0
312,OP_49,1,1,1,1,1,1,256,1,1,0
313,Sigmoid,256,1,1,1,1,1,256,1,1,0
314,Sigmoid,256,1,1,1,1,1,256,1,1,0
315,Sigmoid,256,1,1,1,1,1,256,1,1,0
316,Tanh,256,1,1,1,1,1,256,1,1,0
317,Mul,256,1,1,1,1,1,256,1,1,0
318,Mul,256,1,1,1,1,1,256,1,1,0
319,Add,256,1,1,1,1,1,256,1,1,0
320,Tanh,256,1,1,1,1,1,256,1,1,0
321,Mul,256,1,1,1,1,1,256,1,1,0
322,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
323,Add,1024,1,1,1,1,1,1024,1,1,0
324,Add,1024,1,1,1,1,1,1024,1,1,0
325,OP_49,1,1,1,1,1,1,256,1,1,0
326,Sigmoid,256,1,1,1,1,1,256,1,1,0
327,Sigmoid,256,1,1,1,1,1,256,1,1,0
328,Sigmoid,256,1,1,1,1,1,256,1,1,0
329,Tanh,256,1,1,1,1,1,256,1,1,0
330,Mul,256,1,1,1,1,1,256,1,1,0
331,Mul,256,1,1,1,1,1,256,1,1,0
332,Add,256,1,1,1,1,1,256,1,1,0
333,Tanh,256,1,1,1,1,1,256,1,1,0
334,Mul,256,1,1,1,1,1,256,1,1,0
335,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
336,Add,1024,1,1,1,1,1,1024,1,1,0
337,Add,1024,1,1,1,1,1,1024,1,1,0
338,OP_49,1,1,1,1,1,1,256,1,1,0
339,Sigmoid,256,1,1,1,1,1,256,1,1,0
340,Sigmoid,256,1,1,1,1,1,256,1,1,0
341,Sigmoid,256,1,1,1,1,1,256,1,1,0
342,Tanh,256,1,1,1,1,1,256,1,1,0
343,Mul,256,1,1,1,1,1,256,1,1,0
344,Mul,256,1,1,1,1,1,256,1,1,0
345,Add,256,1,1,1,1,1,256,1,1,0
346,Tanh,256,1,1,1,1,1,256,1,1,0
347,Mul,256,1,1,1,1,1,256,1,1,0
348,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
349,Add,1024,1,1,1,1,1,1024,1,1,0
350,Add,1024,1,1,1,1,1,1024,1,1,0
351,OP_49,1,1,1,1,1,1,256,1,1,0
352,Sigmoid,256,1,1,1,1,1,256,1,1,0
353,Sigmoid,256,1,1,1,1,1,256,1,1,0
354,Sigmoid,256,1,1,1,1,1,256,1,1,0
355,Tanh,256,1,1,1,1,1,256,1,1,0
356,Mul,256,1,1,1,1,1,256,1,1,0
357,Mul,256,1,1,1,1,1,256,1,1,0
358,Add,256,1,1,1,1,1,256,1,1,0
359,Tanh,256,1,1,1,1,1,256,1,1,0
360,Mul,256,1,1,1,1,1,256,1,1,0
361,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
362,Add,1024,1,1,1,1,1,1024,1,1,0
363,Add,1024,1,1,1,1,1,1024,1,1,0
364,OP_49,1,1,1,1,1,1,256,1,1,0
365,Sigmoid,256,1,1,1,1,1,256,1,1,0
366,Sigmoid,256,1,1,1,1,1,256,1,1,0
367,Sigmoid,256,1,1,1,1,1,256,1,1,0
368,Tanh,256,1,1,1,1,1,256,1,1,0
369,Mul,256,1,1,1,1,1,256,1,1,0
370,Mul,256,1,1,1,1,1,256,1,1,0
371,Add,256,1,1,1,1,1,256,1,1,0
372,Tanh,256,1,1,1,1,1,256,1,1,0
373,Mul,256,1,1,1,1,1,256,1,1,0
374,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
375,Add,1024,1,1,1,1,1,1024,1,1,0
376,Add,1024,1,1,1,1,1,1024,1,1,0
377,OP_49,1,1,1,1,1,1,256,1,1,0
378,Sigmoid,256,1,1,1,1,1,256,1,1,0
379,Sigmoid,256,1,1,1,1,1,256,1,1,0
380,Sigmoid,256,1,1,1,1,1,256,1,1,0
381,Tanh,256,1,1,1,1,1,256,1,1,0
382,Mul,256,1,1,1,1,1,256,1,1,0
383,Mul,256,1,1,1,1,1,256,1,1,0
384,Add,256,1,1,1,1,1,256,1,1,0
385,Tanh,256,1,1,1,1,1,256,1,1,0
386,Mul,256,1,1,1,1,1,256,1,1,0
387,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
388,Add,1024,1,1,1,1,1,1024,1,1,0
389,Add,1024,1,1,1,1,1,1024,1,1,0
390,OP_49,1,1,1,1,1,1,256,1,1,0
391,Sigmoid,256,1,1,1,1,1,256,1,1,0
392,Sigmoid,256,1,1,1,1,1,256,1,1,0
393,Sigmoid,256,1,1,1,1,1,256,1,1,0
394,Tanh,256,1,1,1,1,1,256,1,1,0
395,Mul,256,1,1,1,1,1,256,1,1,0
396,Mul,256,1,1,1,1,1,256,1,1,0
397,Add,256,1,1,1,1,1,256,1,1,0
398,Tanh,256,1,1,1,1,1,256,1,1,0
399,Mul,256,1,1,1,1,1,256,1,1,0
400,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
401,Add,1024,1,1,1,1,1,1024,1,1,0
402,Add,1024,1,1,1,1,1,1024,1,1,0
403,OP_49,1,1,1,1,1,1,256,1,1,0
404,Sigmoid,256,1,1,1,1,1,256,1,1,0
405,Sigmoid,256,1,1,1,1,1,256,1,1,0
406,Sigmoid,256,1,1,1,1,1,256,1,1,0
407,Tanh,256,1,1,1,1,1,256,1,1,0
408,Mul,256,1,1,1,1,1,256,1,1,0
409,Mul,256,1,1,1,1,1,256,1,1,0
410,Add,256,1,1,1,1,1,256,1,1,0
411,Tanh,256,1,1,1,1,1,256,1,1,0
412,Mul,256,1,1,1,1,1,256,1,1,0
413,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
414,Add,1024,1,1,1,1,1,1024,1,1,0
415,Add,1024,1,1,1,1,1,1024,1,1,0
416,OP_49,1,1,1,1,1,1,256,1,1,0
417,Sigmoid,256,1,1,1,1,1,256,1,1,0
418,Sigmoid,256,1,1,1,1,1,256,1,1,0
419,Sigmoid,256,1,1,1,1,1,256,1,1,0
420,Tanh,256,1,1,1,1,1,256,1,1,0
421,Mul,256,1,1,1,1,1,256,1,1,0
422,Mul,256,1,1,1,1,1,256,1,1,0
423,Add,256,1,1,1,1,1,256,1,1,0
424,Tanh,256,1,1,1,1,1,256,1,1,0
425,Mul,256,1,1,1,1,1,256,1,1,0
426,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
427,Add,1024,1,1,1,1,1,1024,1,1,0
428,Add,1024,1,1,1,1,1,1024,1,1,0
429,OP_49,1,1,1,1,1,1,256,1,1,0
430,Sigmoid,256,1,1,1,1,1,256,1,1,0
431,Sigmoid,256,1,1,1,1,1,256,1,1,0
432,Sigmoid,256,1,1,1,1,1,256,1,1,0
433,Tanh,256,1,1,1,1,1,256,1,1,0
434,Mul,256,1,1,1,1,1,256,1,1,0
435,Mul,256,1,1,1,1,1,256,1,1,0
436,Add,256,1,1,1,1,1,256,1,1,0
437,Tanh,256,1,1,1,1,1,256,1,1,0
438,Mul,256,1,1,1,1,1,256,1,1,0
439,OP_83,256,1,1,1,1,1,256,25,1,0
440,OP_105,256,25,1,1,1,1,256,25,1,0
441,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
442,OP_49,1,1,1,1,1,1,256,1,1,0
443,Sigmoid,256,1,1,1,1,1,256,1,1,0
444,Sigmoid,256,1,1,1,1,1,256,1,1,0
445,Mul,256,1,1,1,1,1,256,1,1,0
446,Sigmoid,256,1,1,1,1,1,256,1,1,0
447,Tanh,256,1,1,1,1,1,256,1,1,0
448,Mul,256,1,1,1,1,1,256,1,1,0
449,Add,256,1,1,1,1,1,256,1,1,0
450,Tanh,256,1,1,1,1,1,256,1,1,0
451,Mul,256,1,1,1,1,1,256,1,1,0
452,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
453,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
454,Add,1024,1,1,1,1,1,1024,1,1,0
455,Add,1024,1,1,1,1,1,1024,1,1,0
456,OP_49,1,1,1,1,1,1,256,1,1,0
457,Sigmoid,256,1,1,1,1,1,256,1,1,0
458,Sigmoid,256,1,1,1,1,1,256,1,1,0
459,Mul,256,1,1,1,1,1,256,1,1,0
460,Sigmoid,256,1,1,1,1,1,256,1,1,0
461,Tanh,256,1,1,1,1,1,256,1,1,0
462,Mul,256,1,1,1,1,1,256,1,1,0
463,Add,256,1,1,1,1,1,256,1,1,0
464,Tanh,256,1,1,1,1,1,256,1,1,0
465,Mul,256,1,1,1,1,1,256,1,1,0
466,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
467,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
468,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
469,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
470,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
471,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
472,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
473,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
474,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
475,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
476,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
477,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
478,Add,1024,1,1,1,1,1,1024,1,1,0
479,Add,1024,1,1,1,1,1,1024,1,1,0
480,OP_49,1,1,1,1,1,1,256,1,1,0
481,Sigmoid,256,1,1,1,1,1,256,1,1,0
482,Sigmoid,256,1,1,1,1,1,256,1,1,0
483,Mul,256,1,1,1,1,1,256,1,1,0
484,Sigmoid,256,1,1,1,1,1,256,1,1,0
485,Tanh,256,1,1,1,1,1,256,1,1,0
486,Mul,256,1,1,1,1,1,256,1,1,0
487,Add,256,1,1,1,1,1,256,1,1,0
488,Tanh,256,1,1,1,1,1,256,1,1,0
489,Mul,256,1,1,1,1,1,256,1,1,0
490,FullyConnected,256,1,1,1,1,1,1024,1,1,262144
491,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
492,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
493,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
494,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
495,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
496,FullyConnected,512,1,1,1,1,1,1024,1,1,524288
497,Add,1024,1,1,1,1,1,1024,1,1,0
498,Add,1024,1,1,1,1,1,1024,1,1,0
499,OP_49,1,1,1,1,1,1,256,1,1,0
500,Sigmoid,256,1,1,1,1,1,256,1,1,0
501,Sigmoid,256,1,1,1,1,1,256,1,1,0
